2736,1679
2801,1694
2409,1686
2450,1765
2697,1586
2468,1643
2358,1710
2477,1782
2510,1630
2365,1736
2244,1610
2236,1682
2429,1810
2220,2240
2625,1767
2322,1612
2060,1648
2421,1610
2385,1665
